raw_input,expected_degree,predicted_degree,expected_field,predicted_field,status,layer_used,confidence,fuzzy_score,error_category
Indian X (Hons),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X (Hons) (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X (Hons) (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X (Hons) (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X (Hons),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X (Hons) (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X (Hons) (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X (Hons) (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
SSC (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian SSC (Hons),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian SSC (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian SSC (Hons) (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian SSC (Hons) (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian SSC (Hons) (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India SSC (Hons),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India SSC (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India SSC (Hons) (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India SSC (Hons) (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India SSC (Hons) (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN SSC (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian matric qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India matric qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
ssc qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian ssc,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian ssc qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian ssc (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian ssc (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian ssc (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India ssc,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India ssc qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India ssc (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India ssc (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India ssc (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN ssc qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
S S C,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
S S C qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
S S C (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
S S C (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
S S C (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian S S C,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian S S C qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian S S C (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian S S C (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian S S C (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India S S C,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India S S C qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India S S C (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India S S C (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India S S C (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN S S C,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN S S C qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN S S C (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN S S C (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN S S C (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian Matric Hons qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India Matric Hons qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MATRICHONS,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MATRICHONS qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MATRICHONS (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MATRICHONS (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian MATRICHONS (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MATRICHONS,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MATRICHONS qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MATRICHONS (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MATRICHONS (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India MATRICHONS (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
10th Standard (Hons) qualification,10th Standard,12th Standard,,,review_needed,L2,0.7052,70.5,wrong_degree
Indian 10th Standard (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India 10th Standard (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN 10th Standard (Hons) qualification,10th Standard,12th Standard,,,review_needed,L2,0.7052,70.5,wrong_degree
SSCHONS,10th Standard,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
SSCHONS qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
SSCHONS (India),10th Standard,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
SSCHONS (IN),10th Standard,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
SSCHONS (school qualification),10th Standard,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
Indian SSCHONS,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian SSCHONS qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian SSCHONS (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian SSCHONS (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian SSCHONS (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India SSCHONS,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India SSCHONS qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India SSCHONS (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India SSCHONS (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India SSCHONS (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN SSCHONS,10th Standard,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
IN SSCHONS qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN SSCHONS (India),10th Standard,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
IN SSCHONS (IN),10th Standard,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
IN SSCHONS (school qualification),10th Standard,Bachelor of Science,,,review_needed,L2,0.8571,85.7,wrong_degree
CBSE 10th (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian CBSE 10th (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India CBSE 10th (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN CBSE 10th (Hons) qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X H O N S,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X H O N S qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X H O N S (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X H O N S (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X H O N S (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X H O N S,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X H O N S qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X H O N S (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X H O N S (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X H O N S (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X H O N S,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X H O N S qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X H O N S (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X H O N S (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X H O N S (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X H O N S,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X H O N S qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X H O N S (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X H O N S (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X H O N S (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X.H.O.N.S.,10th Standard,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
X.H.O.N.S. qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X.H.O.N.S. (India),10th Standard,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
X.H.O.N.S. (IN),10th Standard,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
X.H.O.N.S. (school qualification),10th Standard,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
Indian X.H.O.N.S.,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X.H.O.N.S. qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X.H.O.N.S. (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X.H.O.N.S. (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X.H.O.N.S. (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X.H.O.N.S.,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X.H.O.N.S. qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X.H.O.N.S. (India),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X.H.O.N.S. (IN),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X.H.O.N.S. (school qualification),10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X.H.O.N.S.,10th Standard,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
IN X.H.O.N.S. qualification,10th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X.H.O.N.S. (India),10th Standard,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
IN X.H.O.N.S. (IN),10th Standard,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
IN X.H.O.N.S. (school qualification),10th Standard,Bachelor of Engineering,,,review_needed,L2,0.7273,72.7,wrong_degree
12TH qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian 12TH,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian 12TH qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian 12TH (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian 12TH (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian 12TH (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India 12TH,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India 12TH qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India 12TH (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India 12TH (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India 12TH (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN 12TH qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
XII Hons qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XII Hons,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XII Hons qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XII Hons (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XII Hons (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XII Hons (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India XII Hons qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN XII Hons qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
XIIHONS,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
XIIHONS qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
XIIHONS (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
XIIHONS (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
XIIHONS (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XIIHONS,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XIIHONS qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XIIHONS (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XIIHONS (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XIIHONS (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India XIIHONS,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India XIIHONS qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India XIIHONS (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India XIIHONS (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India XIIHONS (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN XIIHONS,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN XIIHONS qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN XIIHONS (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN XIIHONS (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN XIIHONS (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
+2 qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian +2,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian +2 qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian +2 (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian +2 (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian +2 (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India +2,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India +2 qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India +2 (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India +2 (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India +2 (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN +2 qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
10+2 (Hons) qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian 10+2 (Hons) qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India 10+2 (Hons) qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN 10+2 (Hons) qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
+2 Hons qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian +2 Hons,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian +2 Hons qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian +2 Hons (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian +2 Hons (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian +2 Hons (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India +2 Hons,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India +2 Hons qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India +2 Hons (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India +2 Hons (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India +2 Hons (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN +2 Hons qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
XII qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XII,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XII qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XII (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XII (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian XII (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India XII qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN XII qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X I I,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X I I qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X I I (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X I I (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
X I I (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X I I,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X I I qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X I I (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X I I (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian X I I (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X I I,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X I I qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X I I (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X I I (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
India X I I (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X I I,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X I I qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X I I (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X I I (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
IN X I I (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
isc qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian isc,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian isc qualification,12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian isc (India),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian isc (IN),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
Indian isc (school qualification),12th Standard,,,,unresolved,unresolved,0.0,0,unresolved_below_confidence_threshold
